Codigo Municipio,1 persona,2 personas,3 personas,4 personas,5 personas,6 o más personas
47078,30,25,45,80,15,5
50143,65,205,230,200,145,10
50144,*,*,*,*,*,*
31158,35,80,55,95,20,40
23056,310,755,890,1475,440,*
22150,60,195,115,125,30,30
41054,90,230,240,225,90,*
41055,1215,3595,3985,6580,1845,2060
19160,160,325,310,460,90,25
30024,4420,14835,19800,28180,13090,11185
03084,95,160,170,250,25,25
46148,105,440,580,475,210,15
30025,340,1500,1705,2125,700,560
46149,55,100,170,155,40,45
40113,60,115,115,205,35,*
49098,35,65,55,45,50,*
49099,20,40,20,*,45,*
10110,330,670,775,695,275,30
05112,20,40,45,*,20,*
22151,10,20,30,25,20,5
44138,35,55,50,20,5,10
42106,*,10,*,*,*,*
27027,240,495,725,540,145,255
15042,150,490,570,1035,720,670
28076,115,165,135,190,*,*
28901,150,280,285,295,160,*
49100,45,110,115,75,*,10
04059,275,540,350,290,130,80
04060,135,175,155,100,85,*
04061,105,260,230,150,95,45
14038,2625,8260,10660,13800,4525,2290
50146,30,100,55,65,*,*
12072,185,505,380,295,120,*
21046,100,585,890,1000,400,150
50147,125,295,230,260,80,55
13051,35,120,105,75,40,35
24090,55,120,90,65,50,30
45086,70,215,205,90,40,20
12073,30,50,50,60,5,*
49101,15,65,50,55,20,*
39039,95,150,130,125,135,65
50148,35,105,75,75,40,20
50149,*,*,*,*,*,20
27028,10790,24835,26365,24810,7860,2800
18123,75,125,45,45,*,50
41056,345,965,1380,1505,450,*
18124,25,175,130,80,65,*
31159,145,350,415,415,55,20
37173,210,640,495,400,55,*
26091,40,60,40,*,25,*
50150,125,250,260,235,5,50
50151,90,240,195,240,50,*
19161,30,80,75,85,*,*
22905,45,60,95,100,70,15
23057,100,175,175,395,80,30
14039,325,945,645,840,430,80
31160,15,35,35,30,5,5
24091,100,240,225,130,55,*
19162,25,10,40,15,*,*
31248,30,105,55,50,60,90
19163,10,40,25,*,*,*
04062,450,930,1770,1980,620,200
46158,115,255,390,415,130,*
32043,310,1010,550,1035,65,80
37175,50,140,135,120,20,*
29066,40,75,115,200,55,15
37174,130,395,270,295,115,25
17102,75,210,195,105,45,115
17103,365,2100,1605,2260,570,185
28078,*,45,*,*,*,*
49102,40,55,20,95,25,*
40115,30,75,*,25,*,*
17097,20,60,70,70,20,15
28079,379830,819840,753335,794910,289370,149315
49103,35,155,140,80,65,25
45087,560,1985,1950,4285,1640,725
10111,220,660,230,585,60,15
05114,135,370,535,450,125,*
09196,30,40,55,40,0,*
10112,230,560,365,490,165,50
09197,35,70,40,40,0,*
02045,420,1045,1005,1630,470,245
37176,15,45,55,25,20,*
10113,245,755,690,785,265,125
41057,80,105,65,60,10,*
50152,170,390,535,660,195,55
05115,135,210,120,195,30,30
06075,70,155,185,135,30,*
50153,105,300,265,390,100,50
45088,215,505,980,1010,315,45
42107,25,25,40,*,*,*
24093,110,95,100,70,15,*
34098,95,285,370,260,65,*
06076,140,260,210,370,25,20
09198,25,40,30,30,*,15
49104,65,160,80,70,15,*
02046,145,370,320,440,110,45
17098,45,160,70,115,30,15
25133,100,195,310,210,95,65
44142,10,15,*,*,*,*
37177,55,115,35,120,5,*
50154,20,55,35,45,5,*
49105,35,55,50,25,*,*
41058,965,3540,5420,8290,2620,1060
41059,2235,7690,10190,14775,5695,1940
28080,3780,11005,15395,21600,10775,6970
10114,105,245,375,390,160,75
16121,35,95,60,90,20,10
19165,20,25,*,*,*,*
42108,*,*,10,*,*,*
29067,47890,119620,133990,171880,59625,26670
19166,40,70,40,15,35,*
13052,765,1740,2225,2305,825,700
19167,25,55,30,30,0,*
18126,105,420,655,490,150,20
50155,*,50,40,15,*,*
06077,90,135,100,95,10,*
25130,35,55,50,45,15,35
50156,30,70,100,75,30,20
08110,1260,4610,4945,5915,1060,395
08111,10,25,65,70,70,20
48058,125,225,315,410,60,55
50160,240,630,975,1195,430,35
50157,40,100,110,65,5,55
37178,25,25,35,25,*,*
10115,385,855,920,1630,335,315
05116,15,65,40,20,*,*
06078,55,220,130,185,20,25
10116,385,1175,1315,1310,455,35
15043,485,1110,1475,1555,850,575
45089,130,690,380,580,275,*
50159,85,155,280,360,70,130
49107,25,65,50,25,5,*
05117,20,30,115,65,5,*
09199,15,35,15,35,10,*
09200,20,15,15,*,*,*
09201,10,15,5,*,*,*
07033,2905,9745,10570,10975,3495,2645
37179,25,65,65,55,10,*
05118,25,40,10,25,*,*
23058,825,2305,2095,4200,1260,570
06079,50,150,225,195,140,*
50161,30,40,10,40,10,*
09202,*,5,*,*,5,*
07034,110,400,315,365,105,25
19168,70,150,55,50,20,*
49108,90,225,90,120,30,*
49109,75,190,275,150,45,20
29068,1080,3475,2650,4045,2145,120
46159,2265,7270,8920,8285,2965,1005
05119,15,*,15,*,*,*
26092,15,40,35,35,5,*
08112,1445,4500,4995,4660,2270,2260
34099,5,10,*,35,*,*
08113,6205,18670,19470,18595,8085,4775
26093,10,30,20,*,*,*
24094,210,545,455,420,15,140
24095,20,95,70,85,45,20
19169,*,35,*,*,*,*
34100,20,35,35,60,10,*
46160,205,545,780,785,115,140
49110,75,155,70,70,30,*
49112,30,60,10,25,20,*
49111,35,40,50,*,15,10
13053,1765,4190,3870,6125,1955,1175
26094,20,40,20,20,*,*
28082,630,1840,1925,2635,625,190
32044,75,295,215,310,75,*
45090,20,145,70,100,85,20
44143,65,115,135,205,10,20
21047,195,550,535,730,285,65
47080,*,10,35,15,*,*
37180,10,20,20,*,*,10
48059,50,100,120,125,95,10
31161,40,75,95,160,10,35
15044,220,440,485,225,135,30
07032,2790,6470,7090,7150,2570,2530
45091,30,95,130,155,70,35
50162,25,50,45,15,10,45
18127,1760,4090,5480,7640,2270,320
19170,50,65,45,30,25,10
24096,20,55,30,30,15,10
31162,10,15,20,15,*,*
40903,20,50,20,20,15,*
40118,15,20,20,5,*,*
29069,9320,27975,31925,41435,15270,9045
10117,30,105,50,40,35,*
18128,40,120,85,110,10,75
19171,370,1680,1265,2110,635,350
41060,1270,3615,5075,6540,2500,845
31163,220,575,940,680,300,55
34101,20,15,*,*,*,*
43076,80,145,160,220,35,*
43075,15,30,30,20,10,*
08242,25,65,70,70,*,50
04063,120,455,205,435,170,*
50163,265,1230,1545,1740,265,90
07035,290,600,590,495,95,50
16122,30,75,80,35,55,15
36026,1430,4200,7560,8155,2350,1590
39040,435,1265,1675,1305,480,110
41061,220,545,590,1065,345,20
46161,110,345,580,640,115,55
21048,60,100,65,100,35,*
45092,15,115,75,50,25,30
48060,540,1010,1370,1275,565,120
05120,15,10,*,*,10,*
23059,465,1630,1360,2775,865,195
50902,15,25,15,25,30,*
07036,1645,6455,7540,13760,3695,1360
45093,20,60,45,35,*,*
37181,55,100,80,30,30,20
05121,30,95,65,85,5,*
41062,185,475,780,965,390,10
37183,55,85,120,115,70,10
44144,45,80,125,150,10,15
40119,20,80,55,65,5,30
40120,15,25,50,70,20,25
40121,50,160,110,60,*,*
37182,25,35,20,30,*,*
05122,25,55,40,30,5,*
08114,1780,6195,6685,8105,2190,2505
08115,340,1110,1500,1555,350,*
23060,1730,5365,5260,8655,2400,1005
40122,85,220,130,175,50,0
48061,55,190,260,300,140,20
47081,5,15,20,15,*,*
43077,50,215,125,185,50,10
44145,150,280,290,425,90,70
17100,20,65,55,95,25,10
45094,50,115,165,155,30,*
43078,80,315,265,245,150,55
16123,25,55,*,*,15,*
02047,35,25,45,15,*,*
19172,20,40,20,*,*,*
32045,245,880,500,890,215,205
08116,40,170,170,295,95,*
08117,195,590,940,980,445,*
43079,80,115,95,155,35,35
08118,2050,5585,6205,5605,2315,410
43080,15,65,65,100,50,*
43081,70,240,130,180,65,55
08119,665,1745,2135,2675,770,380
43082,30,135,175,140,60,15
46162,175,335,580,515,45,*
25131,55,105,100,205,95,*
46163,235,590,980,550,*,*
46164,1250,3265,4585,4510,1000,685
46165,830,2270,2710,2320,415,315
17101,55,150,185,245,65,15
25132,15,30,20,85,25,20
37184,55,110,100,85,45,*
10118,50,105,45,100,10,15
40124,40,65,65,110,10,*
37186,15,35,35,20,5,*
44146,15,40,85,45,90,*
12075,25,35,60,35,15,25
45095,125,270,145,280,90,75
40123,30,70,65,35,20,15
24097,20,65,75,65,15,15
08120,365,1545,1460,3285,1200,720
42110,20,40,10,10,*,10
24098,165,415,440,295,35,45
42111,65,75,70,95,25,*
24099,40,95,70,15,*,15
38025,565,1550,2025,2635,850,1025
47082,110,170,250,340,50,95
08121,9990,29485,32275,34525,8910,7490
19173,20,25,5,10,*,*
12076,20,25,35,15,10,*
49113,35,60,45,25,25,5
47083,10,20,35,25,*,5
37187,70,160,160,200,15,60
49114,*,20,15,25,*,*
40125,10,40,35,20,*,*
19174,30,40,35,25,30,*
26095,35,45,25,25,*,*
37188,35,90,55,30,10,*
49115,40,60,45,35,25,5
47084,150,380,445,405,230,*
44147,50,120,110,220,65,10
45096,90,265,310,480,135,25
19175,10,15,10,*,*,*
15045,185,735,695,1255,610,1075
34102,35,55,45,75,5,40
30026,2210,11345,7080,7655,4405,1685
39041,205,490,465,705,95,160
19176,40,55,100,115,15,*
34103,20,20,25,15,25,5
09206,10,40,*,*,*,*
36027,160,980,1445,1145,790,935
09208,35,80,50,45,75,10
28083,690,2160,3660,3785,1360,995
06080,180,530,495,940,170,40
50164,35,135,110,165,30,*
05123,20,15,30,25,15,*
06081,125,290,275,370,145,70
09209,690,1435,1565,1810,105,550
47086,370,1205,1510,1150,345,205
47085,2030,5575,5700,6225,1585,180
42113,150,270,120,165,40,20
11023,630,2020,3160,3930,1450,550
05124,50,50,25,*,5,*
39042,520,1355,2330,2250,745,380
08122,210,615,470,600,255,70
19177,25,25,25,20,*,*
26096,40,115,45,75,20,*
47087,25,140,70,105,10,105
19178,10,15,10,*,10,*
27029,155,485,600,385,95,65
36028,345,730,1190,1480,875,315
45097,85,355,250,560,65,*
28084,880,4000,6075,8325,2125,1220
47088,25,70,15,30,*,*
47089,25,60,50,30,30,*
09211,195,480,480,460,185,*
49116,45,135,105,75,50,10
34104,30,55,125,80,*,*
46166,950,2530,3245,3315,490,140
31164,65,240,170,215,35,*
15046,705,1600,1475,2510,965,180
52001,4325,10410,12565,23140,14595,15620
32046,125,380,610,155,175,*
40126,30,40,10,20,*,*
40127,10,15,*,15,*,*
37189,25,90,*,30,*,*
13054,340,1160,1205,2210,815,555
19179,25,40,40,10,*,*
10119,125,180,205,150,10,*
25134,115,215,250,145,95,55
45098,230,760,610,1050,335,85
20901,180,445,505,630,180,20
48062,15,90,75,110,55,35
31165,300,995,890,1110,305,55
31166,40,90,40,70,75,30
48063,50,75,115,90,50,60
31167,90,385,200,320,50,40
34106,25,40,15,15,30,*
06082,50,85,130,170,35,5
05125,10,15,20,15,10,*
23061,585,1450,2185,3065,1595,940
45099,210,1055,1470,1520,410,250
48064,50,180,180,200,75,25
50165,180,595,615,780,220,30
17099,15,15,30,*,*,15
32047,235,575,510,660,220,*
07037,610,1455,1060,1735,415,*
06083,4635,11935,14135,19120,5490,1960
09213,75,140,80,60,15,35
09214,115,370,80,215,55,*
09906,130,355,340,500,100,*
09215,90,175,100,50,10,40
09216,55,140,145,60,40,*
09217,60,155,110,85,25,*
39043,185,415,385,625,55,110
10120,30,65,45,40,*,*
16124,280,680,515,850,170,5
05126,15,20,25,20,*,*
45100,35,60,70,30,45,*
15047,130,555,805,715,380,290
50166,25,100,100,70,20,*
13055,105,210,245,230,25,*
31168,25,80,90,60,15,20
50167,25,55,70,55,5,5
44148,15,15,20,20,5,40
32048,135,325,250,325,105,10
10121,875,2370,2025,3475,1070,295
50168,10,*,25,*,*,*
49117,70,160,160,80,65,*
34107,10,25,30,30,*,*
50169,45,85,75,165,45,20
19181,25,20,30,*,5,*
39044,770,1230,915,1345,215,195
39045,40,115,100,80,65,30
17105,25,105,70,95,35,*
33037,4735,12410,14455,8785,1580,380
19182,10,10,20,*,*,*
37190,40,115,35,50,10,*
07902,135,355,455,440,75,60
45101,335,835,1085,1745,1070,330
40128,35,40,40,25,20,10
13056,945,3015,2985,5350,1610,635
05127,100,230,170,300,20,15
29070,7140,18270,21200,16825,7395,3160
43083,10,30,60,35,20,20
31169,200,705,1040,715,340,345
09218,30,125,130,150,40,*
37191,25,10,35,30,10,20
19184,15,30,10,45,0,45
10122,25,80,75,45,*,35
46167,50,155,125,105,15,5
03086,30,75,30,65,15,*
49118,20,95,65,35,20,10
19183,30,35,*,*,*,30
21049,430,905,1285,1020,470,15
02048,155,475,590,365,95,*
16125,160,610,575,930,225,55
05128,40,110,100,100,30,30
15048,580,1390,1785,1170,270,485
42115,20,45,*,*,*,*
42116,10,20,10,25,*,*
19185,10,10,*,*,10,5
16126,110,230,295,260,85,30
10123,90,235,100,240,15,15
19186,35,40,10,*,10,*
28085,550,1310,1425,1950,365,255
31170,10,25,*,*,5,*
25135,100,275,440,395,115,115
19187,10,35,5,*,40,*
46168,340,785,595,625,75,55
44149,15,45,15,45,5,*
31171,115,285,160,185,115,35
37192,40,75,70,65,20,*
09219,3995,10130,10740,10270,2220,785
37193,65,160,95,135,40,*
06084,110,270,385,345,220,30
09220,20,35,10,20,*,*
43084,65,190,165,215,130,15
44150,*,10,5,*,10,*
05129,40,55,30,10,20,*
05130,30,25,15,25,15,*
05131,25,55,15,25,10,*
46169,4090,10970,12540,11905,3200,785
36029,1325,4230,5455,5545,2255,465
45102,150,925,1075,1580,380,745
19188,25,20,15,*,*,*
18132,410,940,990,1185,405,220
29071,85,175,455,330,235,*
09221,65,150,185,160,35,*
15049,175,290,395,480,*,20
35012,2445,5920,5590,5805,1410,1670
37194,75,85,85,40,20,*
46170,420,975,1225,1700,330,*
21050,2115,3430,5470,5000,3470,1140
10124,85,260,270,215,100,45
45103,60,150,90,115,45,30
19189,25,55,40,40,15,35
08138,450,1275,1370,1705,795,90
04064,780,3135,715,1795,615,40
47090,220,650,960,1210,220,*
04903,460,1340,1160,2380,1110,2025
49119,40,70,65,75,5,20
28086,650,1645,2280,2175,865,320
43085,50,55,55,80,45,10
41063,215,820,865,1170,270,110
49120,10,20,20,*,10,15
19190,260,960,790,1225,335,10
30027,3705,12515,15980,23150,7490,3770
24100,90,260,290,115,85,30
02049,130,355,165,250,50,60
37195,10,25,10,*,*,*
44151,40,80,65,55,45,*
42117,30,25,70,50,5,*
28087,330,865,1120,1760,330,*
08123,2075,5860,6970,8170,1060,570
39046,220,290,545,215,220,125
25137,960,3075,4465,3700,1380,985
17106,20,60,15,30,25,25
08124,3460,11600,14495,16550,3470,2400
29072,555,1580,1040,1585,310,45
17107,55,85,75,105,10,10
25136,*,15,35,25,10,35
18133,195,525,1150,810,435,55
05132,135,305,280,345,40,*
42118,*,10,*,*,5,*
49121,70,85,85,95,115,*
18134,570,1565,1600,2520,640,505
19191,*,*,*,*,*,*
09223,5,*,10,*,5,15
09224,25,75,35,25,15,15
47091,15,60,15,*,*,*
46171,1535,4340,6860,6650,1850,555
09225,20,35,35,*,5,*
12077,655,1950,1125,1955,420,205
29073,335,400,575,740,230,185
36030,380,1395,1085,595,770,625
36031,80,165,210,155,35,40
19192,105,660,535,1095,230,95
27030,395,1100,1135,1030,215,210
50170,50,130,80,175,30,*
22155,*,25,20,25,10,10
06085,390,790,960,1735,380,100
50171,25,65,15,*,*,*
49122,70,175,330,260,15,65
15050,120,370,545,340,355,400
22156,30,80,95,75,30,*
37196,25,30,20,20,10,*
27031,2030,5705,4785,4370,1630,695
44152,15,15,10,15,10,*
03088,655,2030,2035,2005,920,105
08128,45,165,130,240,60,40
08127,395,755,970,505,165,150
37197,10,25,30,20,20,*
37198,30,75,40,60,35,20
03089,915,3185,2955,3355,1825,340
50172,20,50,50,45,*,5
44153,275,565,610,780,150,225
16128,10,30,20,10,5,*
31172,55,120,80,145,85,*
10125,85,245,245,300,145,55
44154,30,75,65,65,150,*
37199,20,65,40,35,5,5
05133,15,10,15,20,*,*
17109,65,180,265,295,130,20
44155,115,315,300,425,130,70
14040,295,1020,1050,1875,345,*
16129,30,30,30,40,*,*
16130,105,265,235,95,40,15
02050,15,40,20,25,10,15
49123,85,190,125,145,65,*
12078,50,145,60,50,25,10
10126,225,425,510,585,125,*
12079,70,205,155,100,70,5
22157,35,65,45,65,45,15
19193,*,15,*,*,*,*
46173,110,385,530,635,100,55
43086,790,1925,2015,1660,620,300
43088,205,655,715,445,270,195
08125,2220,8865,9445,9750,2800,1375
08130,*,25,15,50,15,10
31173,100,290,375,255,60,50
16131,20,45,50,*,10,25
42119,45,75,65,20,*,30
44156,15,10,*,*,15,30
47092,30,30,35,*,20,*
02051,215,505,525,520,405,*
45104,55,145,140,140,75,*
32049,85,255,255,125,45,130
18135,930,1365,890,2385,380,30
10127,385,1475,1500,1715,645,165
29074,130,290,210,285,105,*
18136,285,515,435,830,240,75
37200,30,40,55,55,30,25
40129,25,70,45,70,10,*
28088,35,95,90,55,*,20
40130,20,55,45,20,10,5
42120,60,55,45,*,10,*
25139,115,160,150,205,20,25
41064,635,1525,1750,2475,450,305
14041,280,900,850,1510,395,175
47093,110,235,275,235,50,60
37201,35,100,85,85,*,*
06086,145,335,375,435,125,85
42121,10,35,25,15,*,*
50173,50,70,25,20,5,*
44157,15,20,20,*,10,*
32050,270,1100,615,605,330,*
27032,370,935,1060,900,570,110
40131,*,20,30,10,*,5
37202,70,225,420,455,70,55
09226,*,*,50,*,*,*
06087,315,650,665,745,210,50
37203,15,70,30,20,10,45
46174,115,280,375,470,70,*
45105,85,160,110,85,20,*
03903,475,1445,1375,1295,220,40
08131,95,240,215,265,70,10
25140,155,175,340,195,85,45
43089,35,90,140,70,45,5
25138,65,135,180,225,30,75
08126,1015,2810,3255,2615,740,335
13057,95,355,230,505,105,210
06088,1270,3930,4050,4975,1755,215
14042,1630,5215,5880,8505,2085,315
18137,120,300,210,235,490,5
46175,40,140,230,200,45,10
23062,185,495,420,675,120,*
08132,25,100,110,75,150,10
08133,20,35,60,45,30,*
43090,165,380,365,475,85,40
08135,560,1975,2230,3325,395,300
25142,45,105,170,120,20,45
25141,35,85,25,40,10,*
50174,15,65,30,*,*,10
09227,20,25,35,55,40,*
25143,10,15,15,20,20,15
08136,985,4010,3565,4715,2045,830
14043,555,2110,2120,3440,1180,345
43091,30,35,40,30,30,*
17110,85,350,585,475,160,150
43092,1245,3945,3210,3485,415,*
46176,190,835,645,1040,50,90
08137,30,50,65,105,5,45
46172,450,1620,2180,2095,565,120
07038,255,690,710,785,320,95
14044,175,480,560,400,295,75
22158,1345,4780,3730,4785,1260,1120
34108,75,120,185,165,35,75
45106,720,2170,2495,3255,1330,335
44158,175,405,370,410,140,130
43093,320,1445,1660,1030,530,600
43094,275,995,665,875,135,240
09228,25,25,70,55,20,*
13058,410,1430,945,1590,810,430
40132,25,30,20,*,*,*
47094,20,45,60,25,50,*
49124,30,90,50,90,25,20
18138,270,755,630,1075,230,280
10128,815,1940,1715,2065,305,265
28089,225,740,1205,2075,395,160
47095,*,15,20,*,*,*
05134,*,10,10,*,5,25
49126,25,65,70,70,20,5
49125,110,470,450,415,130,40
47096,15,45,35,45,10,5
49128,80,270,125,175,30,*
49129,135,270,300,265,85,*
49130,30,125,30,20,20,*
49127,155,840,540,1135,85,*
49131,40,60,70,80,35,55
28090,760,2150,3275,4315,650,760
36032,210,515,780,1270,990,640
37204,40,100,50,80,20,15
50175,135,395,330,285,60,60
50176,35,65,25,95,25,30
28091,540,1475,2080,2195,625,180
30028,700,2025,1785,2600,815,370
19194,30,55,30,15,*,*
34109,10,15,20,20,*,*
10129,65,100,140,80,*,15
33038,275,1130,650,580,205,10
01039,50,45,45,85,25,*
18909,65,150,315,120,90,*
43095,305,995,740,995,125,325
12080,160,625,865,790,175,*
19195,10,10,20,5,*,*
31174,25,30,25,35,20,*
43096,15,60,50,35,*,0
06089,60,205,175,255,40,10
49132,30,85,90,120,45,15
49133,45,120,90,75,30,5
50177,65,115,70,130,20,5
48066,30,95,80,125,60,10
14045,300,725,1075,1380,295,130
37205,35,80,70,75,*,10
37206,10,25,45,25,10,*
37207,55,130,75,45,5,0
42123,50,65,35,50,*,*
41065,1695,5460,7785,9905,2500,840
37208,10,30,15,35,*,*
50178,40,155,90,140,*,*
36033,425,2570,4000,4895,2450,855
44159,10,15,15,20,*,*
44160,95,150,95,175,80,*
28092,13020,45135,56590,62735,17500,8175
16132,*,*,10,*,5,*
16133,520,1525,1340,1515,835,490
47097,30,105,120,140,5,*
16134,540,1530,985,1860,925,380
02052,50,165,145,90,45,95
18140,3705,10695,14575,18880,8375,3970
16135,30,65,55,35,5,*
35013,700,1485,2025,2370,970,480
50179,40,110,75,55,10,*
37209,40,70,135,130,85,10
40134,100,215,260,335,45,80
50180,20,45,20,15,10,*
47098,60,205,175,165,135,*
34110,15,35,25,25,*,*
47099,20,40,45,25,15,30
19196,15,30,35,25,5,10
50181,130,315,410,405,140,*
50182,420,1325,1415,1315,475,100
49134,15,80,30,40,35,10
49135,110,250,160,140,85,*
31175,10,30,10,40,5,*
49136,35,105,85,100,40,35
15051,535,1750,1395,1235,235,320
32051,285,680,470,*,125,65
30029,1000,3380,2935,5785,2550,1430
48068,250,435,715,375,95,20
50183,60,135,90,150,15,15
02053,330,785,790,1225,280,335
48069,1260,3520,4625,5600,1225,505
44161,60,205,105,185,65,30
26098,20,55,35,15,*,*
48007,50,110,160,80,10,*
08129,30,100,160,190,80,30
05135,55,125,135,135,15,40
05136,25,20,55,15,*,*
05138,35,100,85,90,65,15
05139,5,25,15,30,*,*
05140,15,35,25,45,15,*
40135,35,85,90,70,40,*
05141,5,45,15,35,5,*
05142,20,30,15,40,10,5
05143,20,20,25,10,*,*
40136,40,60,20,50,*,20
08139,30,50,80,50,15,*
27033,70,265,105,100,50,165
31176,255,880,920,1225,445,65
30030,32350,83565,100945,135460,51620,32540
50184,25,35,35,*,35,*
24101,90,250,60,60,15,*
47100,30,70,40,25,*,10
42124,15,30,*,*,15,*
42125,15,20,10,25,10,*
31177,45,95,65,100,35,*
50185,40,65,30,30,10,*
26099,190,485,420,330,255,15
31178,35,205,230,145,70,*
31179,70,165,195,145,85,20
03091,55,215,190,75,20,*
07039,730,1355,1905,2180,170,605
26100,10,40,*,5,5,*
03092,770,1875,2470,2925,770,135
26101,*,*,*,15,5,10
15053,760,1665,2445,2330,1195,1050
33039,275,620,495,360,100,75
18141,75,235,130,100,55,25
48908,25,60,80,80,40,15
31180,20,65,65,45,45,0
46177,475,1485,1830,1405,480,495
48071,670,1740,2095,2130,540,290
20057,30,65,55,65,35,*
20056,375,1375,1295,1390,235,330
03090,1445,4975,5800,8105,2285,470
15052,265,1060,1185,1595,405,760
48067,85,250,230,620,205,75
48909,20,45,60,75,10,15
04065,80,250,75,110,*,*
42127,10,15,15,10,*,0
26102,750,1920,2385,2470,645,185
26103,105,195,310,275,55,60
25145,10,20,35,25,*,*
45107,310,880,1095,1500,265,185
46178,350,1445,1530,1725,510,280
16137,15,35,10,*,*,*
15054,2915,10665,13240,9215,1905,985
05144,15,35,35,10,*,*
05145,15,20,*,*,*,5
42128,10,10,10,*,*,*
37211,25,60,90,65,*,*
05149,25,35,45,30,*,*
05147,25,40,45,60,20,*
05148,10,20,*,*,*,*
25025,165,680,355,325,180,*
33040,550,1310,2240,905,475,45
05152,65,190,240,265,75,20
37213,*,20,40,35,10,*
37214,35,50,40,20,*,*
40138,325,865,680,880,175,*
45108,120,145,185,140,30,*
09229,25,65,60,65,25,*
06090,85,210,450,270,35,*
37215,35,55,20,45,25,*
05153,35,40,30,*,*,*
47101,195,585,550,635,95,*
21051,35,65,80,70,65,*
37212,15,40,40,40,*,*
05151,20,20,15,20,5,25
28093,295,715,420,1105,70,160
10130,235,515,635,505,90,30
05154,15,10,10,*,5,*
05155,10,15,15,15,5,*
40139,45,110,55,90,30,15
45109,325,995,765,1235,640,105
05156,40,80,100,80,*,30
12081,115,240,260,160,25,*
26104,*,*,*,*,*,10
22160,30,45,40,45,50,40
05157,55,85,65,40,25,*
28094,120,220,170,460,40,195
28095,125,545,590,715,310,80
45110,240,545,605,735,130,70
28096,1665,5460,5005,7725,2715,2070
42129,85,225,195,310,55,*
37216,35,95,70,130,5,*
40140,20,55,20,15,5,*
40141,80,180,275,470,105,50
05158,50,160,80,45,30,60
37217,20,30,15,*,*,*
10131,1540,4090,3880,5100,1735,850
45111,5,25,15,*,25,*
45112,270,580,610,705,365,105
05159,45,120,100,30,*,*
05160,65,115,85,75,5,5
05161,110,275,185,230,115,65
05162,25,50,25,*,*,*
13059,45,75,55,60,25,*
45113,315,660,720,635,140,45
05163,385,590,395,600,145,25
10132,45,110,145,165,5,*
06091,470,1030,1065,1690,315,240
37218,20,45,10,*,*,*
45114,115,225,160,135,45,*
05164,*,20,*,*,*,*
08140,500,1490,1925,1540,410,50
50186,5,20,10,*,10,*
40142,*,10,*,40,*,*
40143,10,15,25,30,20,*
40144,*,*,*,*,*,*
01041,25,35,50,70,40,0
05165,60,105,140,135,10,*
37219,40,50,60,25,35,*
28097,40,55,40,*,*,*
05166,30,100,20,75,35,*
46179,265,885,765,1085,20,135
26105,225,610,930,840,240,40
05167,50,95,55,50,55,10
08141,535,1310,1885,1810,450,80
09230,*,15,20,*,*,*
13060,55,125,85,55,*,*
19197,15,15,*,*,*,*
02054,55,135,150,170,30,10
41066,190,400,405,515,180,10
40145,145,410,230,415,165,80
40904,25,55,115,155,45,10
40146,30,105,70,115,15,90
23063,395,1055,890,1720,420,485
10133,150,330,435,375,115,*
05168,385,970,1235,1810,675,635
28099,190,650,580,480,605,130
31181,55,40,45,15,10,*
37221,80,135,150,70,75,*
17111,125,335,330,270,115,50
05169,40,55,70,70,*,15
05170,10,30,25,*,*,*
25146,15,75,50,50,60,30
10134,70,195,145,180,50,35
33041,640,1840,2715,2860,665,215
27034,135,355,445,170,200,35
49137,15,85,20,40,15,25
31182,*,10,20,*,15,5
09231,10,25,35,*,5,*
15055,540,1390,1880,1055,390,175
19198,*,10,5,*,*,*
15056,605,1315,1910,1615,855,765
37222,20,35,35,40,*,*
27035,60,90,15,45,*,*
09232,45,45,10,100,*,*
05171,15,25,15,20,10,*
42130,*,10,15,40,5,*
29075,1825,5545,5300,6070,1680,625
02055,140,385,215,510,110,115
21052,575,1275,1490,1380,735,245
26106,10,15,30,15,*,*
18903,180,375,250,245,80,30
36034,475,890,1225,775,645,270
21053,265,780,1220,1520,350,35
40148,45,110,25,115,35,*
26107,15,30,30,20,5,*
36035,1025,2910,4550,4930,2080,2335
18143,120,265,365,245,140,45
50187,15,25,25,*,*,*
05172,25,70,25,25,15,10
04066,1785,5240,6020,7910,4200,3065
18144,95,165,285,295,110,15
31088,650,1605,1745,2520,645,360
23064,235,365,465,760,250,*
45115,170,765,1030,1100,455,115
24102,120,155,130,190,95,55
45116,75,190,290,330,65,30
27037,115,235,330,315,130,180
34112,15,20,*,*,15,*
06092,60,130,205,200,110,*
32052,300,650,755,545,25,*
44163,30,25,25,40,30,*
44164,*,*,*,20,*,*
44165,25,80,30,25,15,20
15057,1185,3290,3195,4620,1615,675
39047,275,450,560,925,265,165
42131,*,40,*,*,*,*
45117,90,225,220,245,165,65
50188,*,30,*,*,*,*
50189,105,200,300,275,130,35
33042,605,1285,1695,1525,260,45
08142,*,10,20,60,55,*
43097,55,155,180,95,40,10
22162,20,40,10,60,5,30
50190,115,215,195,285,35,75
03093,2405,5025,6875,8045,2970,1160
46180,55,205,225,355,15,15
45118,195,500,565,1440,200,25
42132,20,65,40,45,15,*
50191,60,155,150,180,10,30
03094,1095,5160,4690,4280,1105,705
22163,55,135,160,125,55,20
14046,360,1270,1500,1685,595,235
47102,45,75,85,50,60,*
50192,40,115,95,55,20,15
28100,305,1225,1090,2215,1080,120
